case_id,HHID,hh_g00_1,hh_g00_2,consumedYN,food_item_other,food_item,consumption_quantity,consumption_unit,consumption_unit_label,consumption_unit_oth,consumption_subunit_1,consumption_subunit_2,hh_g04a,hh_g04b,hh_g04b_label,hh_g04b_oth,hh_g04c,hh_g04c_1,hh_g05,hh_g06a,hh_g06b,hh_g06b_label,hh_g06b_oth,hh_g06c,hh_g06c_1,hh_g07a,hh_g07b,hh_g07b_label,hh_g07b_oth,hh_g07c,hh_g07c_1,food_item_code,hh_members,consumption_per_person,region
201011000072,31dbeba7dad7061953592b5a8bb7fc8e,2,2,1,,5033,4.5,20,20,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5033,9,0.5,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,107,4,23,23,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,107,8,0.5,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,108,10,23,23,80G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,108,1,10,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,109,7,23,23,SMALL DENGU,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,109,2,3.5,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,406,3,37,37,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,406,3,1,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,409,8.5,23,23,RUBE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,409,3,2.8333333333333335,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,508,6.5,23,23,70 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,508,2,3.25,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,509,8.5,4C,4,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,509,9,0.9444444444444444,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,514,1,23,23,MEDIUM TINS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,514,2,0.5,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,604,7.5,23,23,PACKET MEDIUM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,604,9,0.8333333333333334,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,608,3.5,4A,4,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,608,9,0.3888888888888889,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,MKHAKA,610,1.5,23,23,PACKET (300G),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,610,4,0.375,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,701,8.5,23,23,HEAP(SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,701,5,1.7,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,801,1,23,23,MEALS AT WORK,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,801,6,0.16666666666666666,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,OLIVE OIL,804,4.5,23,23,100 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,804,6,0.75,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,834,2,9C,9,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,834,9,0.2222222222222222,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,837,3,23,23,TBE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,837,10,0.3,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,906,3,7A,7,,NA,1,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,906,2,1.5,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,909,9,23,23,PAIL (MEDIUM),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,909,10,0.9,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,914,4.5,23,23,PAIL (SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,914,3,1.5,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,THUMPS UP,916,9,25,25,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,916,3,3,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,5031,0.5,23,23,TEA AND SNACKS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5031,5,0.1,1
201011000073,62791777fbfbe1cc0d8f4625782aab0d,2,2,1,,5121,10,4,4,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5121,4,2.5,1
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,102,8.5,9C,9,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,102,7,1.2142857142857142,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,105,4,23,23,SMALL SARCHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,105,5,0.8,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,112,6.5,23,23,MEDIUM TINS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,112,5,1.3,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,115,3.5,23,23,DROPS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,115,1,3.5,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,201,8.5,23,23,SMALL TABLE SALT PACKETS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,201,7,1.2142857142857142,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,306,6,10A,10,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,306,6,1,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,407,8,23,23,HALF PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,407,10,0.8,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,507,2,73,73,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,507,6,0.3333333333333333,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,704,7.5,23,23,POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,704,7,1.0714285714285714,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,PEANUT,709,6.5,44C,44,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,709,2,3.25,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,813,0.5,23,23,MEDIUM PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,813,2,0.25,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,913,6.5,23,23,PACKET MEDIUM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,913,8,0.8125,3
201011000074,76e426fc384bd86b8f863281c70bd96f,2,2,1,,915,3.5,23,23,PACKET UNSPECIFIED,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,915,8,0.4375,3
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,104,8.5,23,23,PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,104,1,8.5,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,113,6,23,23,HEAP(SMALL),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,113,3,2,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,116,1,23,23,CUBES,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,116,2,0.5,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,203,8,10A,10,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,203,6,1.3333333333333333,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,205,2,23,23,PACKET UNSPECIFIED,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,205,6,0.3333333333333333,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,207,4,33,33,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,207,1,4,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,311,3,23,23,G,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,311,1,3,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,506,6,23,23,TONEC,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,506,6,1,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,707,1.5,23,23,50 KG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,707,5,0.3,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,OLIVE OIL,804,8.5,23,23,TINA FLAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,804,8,1.0625,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,811,5.5,23,23,LARGE POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,811,5,1.1,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,822,7,22B,22,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,822,10,0.7,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,826,1.5,10A,10,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,826,6,0.25,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,CHIMIMINA,830,1,23,23,HALF LOAF,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,830,2,0.5,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,906,5,31,31,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,906,7,0.7142857142857143,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,5021,6,23,23,25 GRAM SATCHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5021,2,3,2
201011000075,19214700e7172f361ddb3026726b118f,2,2,1,,5122,7.5,23,23,JAR,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5122,5,1.5,2
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,104,9.5,25A,25,,NA,1,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,104,9,1.0555555555555556,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,114,9,6,6,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,114,3,3,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,307,3.5,65,65,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,307,1,3.5,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,311,3.5,23,23,TEA AND SNACKS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,311,3,1.1666666666666667,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,406,6.5,23,23,1000G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,406,9,0.7222222222222222,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,411,2.5,23,23,VETA,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,411,4,0.625,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,413,7,23,23,CUP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,413,7,1,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,510,3.5,10,10,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,510,8,0.4375,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,810,4,23,23,SLICE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,810,9,0.4444444444444444,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,829,7,23,23,50 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,829,7,1,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,838,1,23,23,HEAP,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,838,8,0.125,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,907,2.5,23,23,200 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,907,10,0.25,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,913,2.5,23,23,QUARTER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,913,1,2.5,3
201011000076,960a1ad8805c5868eb27959be88e3884,2,2,1,,5121,4.5,23,23,TBE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5121,5,0.9,3
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,103,9,23,23,TOTI,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,103,1,9,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,106,1.5,23,23,80G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,106,5,0.3,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,108,7.5,6B,6,,NA,2,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,108,1,7.5,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,116,6,23,23,HALF PAIL,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,116,5,1.2,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,309,0.5,73,73,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,309,8,0.0625,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,506,2,23,23,10G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,506,5,0.4,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,511,7.5,23,23,HEAP (MEDIUM),NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,511,1,7.5,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,522,1.5,25,25,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,522,2,0.75,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,602,4,23,23,QUOTER BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,602,4,1,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,OLIVE OIL,804,6,23,23,TABLESALT PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,804,10,0.6,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,905,8,4A,4,,1,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,905,2,4,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,906,0.5,19,19,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,906,8,0.0625,2
201011000077,d0124f7a06e946af891b5b2b276bcf1d,2,2,1,,5021,8,23,23,80G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,5021,8,1,2
201011000078,cc452eabac0a878f0b77eab7f9e977b7,2,2,1,,110,10,43,43,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,110,3,3.3333333333333335,3
201011000078,cc452eabac0a878f0b77eab7f9e977b7,2,2,1,,306,2,32,32,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,306,9,0.2222222222222222,3
201011000078,cc452eabac0a878f0b77eab7f9e977b7,2,2,1,PEACHES,515,2,23,23,80G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,515,4,0.5,3
201011000078,cc452eabac0a878f0b77eab7f9e977b7,2,2,1,,702,8,23,23,BUNCH,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,702,2,4,3
201011000078,cc452eabac0a878f0b77eab7f9e977b7,2,2,1,,708,7.5,23,23,MEDIAM SACHET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,708,1,7.5,3
201011000078,cc452eabac0a878f0b77eab7f9e977b7,2,2,1,,827,7.5,23,23,BAR,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,827,9,0.8333333333333334,3
201011000078,cc452eabac0a878f0b77eab7f9e977b7,2,2,1,,831,8,23,23,HALF LOAF,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,831,7,1.1428571428571428,3
201011000078,cc452eabac0a878f0b77eab7f9e977b7,2,2,1,,833,1,23,23,500 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,833,2,0.5,3
201011000078,cc452eabac0a878f0b77eab7f9e977b7,2,2,1,,912,10,23,23,CAN,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,912,3,3.3333333333333335,3
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,111,2,23,23,SCUD,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,111,5,0.4,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,205,2.5,23,23,CRATE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,205,5,0.5,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,208,9,23,23,SMALL TABLE SALT PACKETS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,208,1,9,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,303,8.5,23,23,MEDIUM BASKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,303,10,0.85,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,411,6,33,33,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,411,6,1,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,505,2.5,23,23,POLYTHENE BAG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,505,2,1.25,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,507,6,22C,22,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,507,5,1.2,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,512,1,23,23,RUBE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,512,6,0.16666666666666666,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,522,10,23,23,CUBES,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,522,3,3.3333333333333335,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,601,4.5,59,59,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,601,1,4.5,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,603,5.5,20,20,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,603,8,0.6875,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,PEACHES,610,5,23,23,PIECE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,610,2,2.5,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,706,0.5,23,23,TINA HEAPED,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,706,8,0.0625,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,708,9.5,23,23,500 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,708,7,1.3571428571428572,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,810,3,23,23,1000G PACKET,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,810,6,0.5,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,811,2,27E,27,,NA,2,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,811,1,2,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,814,10,23,23,N/A,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,814,6,1.6666666666666667,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,821,9,23,23,TOTI,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,821,5,1.8,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,823,5,23,23,POLYTHENE BAG,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,823,10,0.5,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,824,9.5,8B,8,,2,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,824,10,0.95,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,825,7.5,23,23,SMALL DENGU,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,825,5,1.5,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,836,7,23,23,500 GRAM,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,836,9,0.7777777777777778,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,837,2.5,23,23,CLUSTER,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,837,4,0.625,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,904,7.5,26,26,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,904,8,0.9375,1
201011000079,1d1a1fb2f188649510abe1d1fec9a47a,2,2,1,,911,1.5,23,23,BAKERY DONAS,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,911,4,0.375,1
201011000080,21a7adf88fec6a1eb48c2c98df47bd15,2,2,1,,109,0.5,23,23,QUOTER BOTTLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,109,4,0.125,1
201011000080,21a7adf88fec6a1eb48c2c98df47bd15,2,2,1,,207,7,22C,22,,3,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,207,10,0.7,1
201011000080,21a7adf88fec6a1eb48c2c98df47bd15,2,2,1,,208,6.5,23,23,CRATE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,208,2,3.25,1
201011000080,21a7adf88fec6a1eb48c2c98df47bd15,2,2,1,,301,1.5,23,23,SMALL TINA FLAT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,301,10,0.15,1
201011000080,21a7adf88fec6a1eb48c2c98df47bd15,2,2,1,,302,8.5,32,32,,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,302,2,4.25,1
201011000080,21a7adf88fec6a1eb48c2c98df47bd15,2,2,1,,313,2,23,23,SACHET  LARGE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,313,5,0.4,1
201011000080,21a7adf88fec6a1eb48c2c98df47bd15,2,2,1,,504,9.5,23,23,POT,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,504,5,1.9,1
201011000080,21a7adf88fec6a1eb48c2c98df47bd15,2,2,1,,508,8,23,23,WHOLE,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,508,2,4,1
201011000080,21a7adf88fec6a1eb48c2c98df47bd15,2,2,1,PEACHES,515,1.5,23,23,BASIN,NA,NA,NA,,NA,,NA,NA,NA,NA,,NA,,NA,NA,NA,,NA,,NA,NA,515,6,0.25,1
